class, difficulty, helpfulness
HIST101 1 5
HTMGT250 2 5
MUSIC114 4 5
COMM375 4 1
MANAGEMENT347 3 5
GEN101 4 3
ENG354 1 5
COMPL121 4 5
ACCT222 4 4
ACCT222 2 5
SPANI101 2 5
BIO421 1 5
ART275 4 5
ANTH103 3 5
LATIN110 2 5
ENG144 2 5
LAT110 3 5
ENGL891 1 5
SOCIOL245 4 3
LEGAL250 4 1
KIN430 5 3
EDUC712 3 2
SPANISH120 4 1
BIO312 5 2
STAT535 3 5
NRC590C 4 2
ANSCI521 2 5
ENG358 4 4
MATH331 3 5
ANSCI455 1 4
SUSTCOMM314 2 4
112H 2 5
MAT231 3 4
EDU229 4 1
ECON197S 1 5
ART131 2 4
FINANCE405 4 2
ART104 2 5
PH390V 1 3
STAT310 2 5
POLISCI121 5 1
CS320 3 5
SOC103 1 4
ENGL160 2 5
SPORT210 2 5
LATIN120 2 2
ENG112 3 4
GEO105 3 5
312 3 1
MUS32501 5 1
CHEM112 3 4
ACCT321 2 5
ACCOUNTG222 1 5
PORT240 3 5
WFCON470 5 1
OIM301 1 5
LING201 3 5
HIS383 3 4
PHYSIS151 3 4
STOCK166 3 5
POLISCI111 3 2
MGMT494BI 3 3
SOM541 3 5
MATH233 3 5
MARKETNG412 3 5
ECE344 4 1
MGMT291T 2 5
MATH523H 4 4
LING201 3 3
Educ497TM 1 3
PSYCH405 2 5
COM375 4 5
KIN100 2 5
ENG113 3 5
BIOL372 2 5
M233 3 5
COMMDIS313 3 4
ACCT-221 1 5
SLHS313 4 2
MKT410 3 3
240 4 5
153494 3 5
wgss187 3 1
FYS191MCS12 2 4
EDUC351 2 3
SOC222 2 5
Ling201 2 5
HTMGT397 2 5
NATSCI191 1 5
HISTORY111 2 4
ANTHRO100 2 1
COMPSCI571 3 3
PH150 2 4
NATSCI191 1 5
English146 3 4
PHYS151 3 3
EDUC390EE 4 4
BIO153 5 2
465 3 5
NRC225 3 3
ART275 2 5
COMPLIT133 1 4
CS453 2 5
104 3 2
123 3 4
Econ452 3 4
COMM226 2 5
PHIL164H 2 5
GERMAN110 3 4
fys191 2 5
65286 3 3
Stocksch587 3 3
ECE331 3 5
FOODSCI567 2 5
303 3 5
SCHMGMT-709 4 4
ENGLWRIT112 3 5
PSYCH100 3 2
32362 2 5
N100 2 3
270 3 2
81633 3 5
ECE210 3 5
52538 1 2
MGMT650 5 5
CHEM112 3 5
CHEM261 2 5
321 5 1
FIN301 3 4
COMPSCI220 5 5
201H 2 5
NURT130 2 4
ORGO261 3 5
COMP1010 4 5
MATH100 2 3
ARTHIST348 5 5
COMPSCI240 5 1
PLISC121 1 5
SOC287 4 5
ASTRON105 4 3
MBIO160 4 5
CLASSICS100 5 1
CLAS250 3 5
PSYCH240 4 2
PHYSICS151 5 2
131 3 2
POLS1602 3 5
BIO151 4 1
ETHICS 5 3
BIO283 1 5
STOCKSCH105 4 3
HISTORYOFEARTH 3 5
CHIN155 2 4
ECON203 5 1
KIN272 3 5
HIST170 4 1
HONORS295 3 5
RESEC312 4 2
MANAGEMENT260 5 2
EDUC115 5 1
HONORS201 1 5
MGMT343 4 2
CHEM315LAB 5 1
PSYCH100 2 2
SOC106 3 4
POLISCI360 4 5
A301 5 1
PHIL393 3 1
ECON104 3 4
FILM 4 5
HIST111 1 5
STOCKSCH171 1 5
ENG313 3 5
JAPANESE490 3 5
MATH235 4 1
NRC100 5 2
RESEC428 4 5
MICRO312 3 4
BIO311 3 5
HIS100 3 4
MIE230 4 5
ASTRONOMY 3 5
ANTHRO103 3 5
MBA 1 5
COMM140 3 4
ASTR105 4 1
MATH471 5 1
MATH370 2 5
BIO372 4 3
ART302 3 1
SCHMGT310 3 1
MIDEAST151 3 4
POLISCI280 2 5
HTM250 5 1
COMM101 2 5
ANTHRO215 4 5
FIN507 5 3
COMDIS211 5 5
ECE122 4 5
448 3 5
CHEM111 3 3
PH203 2 5
MICRO310 3 1
SOCSOC 3 5
ENG300 2 5
CICS110 5 1
MKTG301 1 4
CICS305 1 1
MATH131 3 2
SUSTCOMM232 3 4
MGMT783 3 5
ASTRO228 3 5
MICROBIO311 2 3
LEGAL391 4 5
ENGLISH319 4 2
HMFNART102 3 2
PSYCH241 2 5
CALC127 4 3
297S 3 3
AFRO117 5 1
STATS111 4 2
GEO101 3 5
CICS110 3 4
AFAM151 1 4
NRC261 3 5
POLISCI181 1 5
HIST363 3 5
BIO151 1 5
RUS250 2 4
MGMT260 1 5
ECE671 5 5
LING401 4 3
ANTHR103 3 4
COMM335 3 1
PHIL341 4 4
ECON103 3 5
CWII 3 5
FACS10 1 5
HBREW110 4 5
P568 3 5
COMPLIT144 3 2
ENG350H 2 5
MATH331 4 3
ANTHRO597 1 5
ITA246 3 5
OIM301 4 2
HONORS201H 3 5
MATH235 4 5
212 1 5
NUTR430 4 2
ECON394FI 2 3
394RI 3 1
MIE230 5 5
POLISCI203 3 5
Micro360 2 4
WGSS290B 3 5
RESECON324 4 1
CEE434 4 5
MIE230 3 5
MANAGEMENT330 4 2
PHIL100 5 2
MKT410 4 5
CMPSC453 5 2
HIST161 2 4
499H 3 5
HUMDEV270 2 3
ASTRON100H 3 5
COMM491 1 5
ENGIN114 3 2
POLISCI394CI 3 5
ECE310 4 1
CHE226 3 5
SOC107 1 5
SCHMGMT200 2 5
LEGAL485 3 4
ACCT321 3 4
BIO550 2 1
BIO288 3 3
SPAN301 4 5
POLISCI394E 3 5
Hist392 3 5
GEO101 3 1
SCHMGMT310 2 4
OIM297S 2 5
HONORS191FPH 1 5
ECE668 4 5
COMM494 4 1
ANSCI311 4 3
MIE313 2 5
CS677 5 3
HISTORY101 5 1
ENG371 4 1
HTM250 1 5
PSYCH591Q 4 5
BIO522 3 4
OIM303 3 4
calc-132 3 5
ECE325 3 4
cs485 4 4
BIO280 4 5
CHEM477 5 5
OIM301 4 2
MATH233 3 5
333 4 2
ENG112 3 5
PHIL100H 5 1
PSYCH320 5 1
HTM355 1 5
ACCT221 3 5
SCHMGMT310 2 5
SUSTCOMM125 5 3
FIN305 3 5
ENGLISH200 3 2
MGT783 5 2
COMPLIT131 1 4
BIO287 3 2
HIS204 2 2
HRM314 3 5
ENVIRSCI504 2 2
JUD318 4 3
CHEM475 2 5
N150 2 4
MICRO680 3 5
CHEM112 1 5
CHN577 3 3
SOC301 3 3
107 3 3
RESECON102 4 2
ANTH317 5 4
CMPSC311 3 1
ECON204 4 2
Soc110 3 5
CELLBIO 3 1
cs119 4 5
PSYCH494RI 1 2
ECON103 5 1
CS187 4 5
PSYCH380 2 4
MATH140 3 5
TRUMPTRUM 1 1
ES400 1 3
233 3 5
ECON367 3 5
ASTRO190Y 1 5
GEOG200 4 2
MUSIC215 4 5
STATS515 2 2
CS2500 2 5
MICROBIO311 3 5
ARTHIST-330 3 5
MGMT713 3 2
COMP5900F 3 5
CS240 4 5
POLISH110 3 4
ECE397 1 3
STAT515 4 5
ECE112 2 2
EDUC351 1 4
ENG221 3 4
ACCOUNTING322 3 5
ENG355 3 5
MGMT633 2 5
72933 3 5
ENGWR112H 1 4
ENGWR111 2 5
POLSCI290L 4 5
CS403 5 1
CS389 3 5
PSYCH305 2 2
ECE580 3 4
CHEM111 2 5
COMPSCI682 3 5
COMM310 3 1
COMM342 3 3
ANTHRO106 2 5
EDUC192A 2 5
SOC224 1 5
ENGLWRIT111 3 5
MATH132 3 5
ENG112 3 3
Math-132 3 2
CS370 4 2
EDU325 1 5
COMMDIS301 2 5
CEE244 2 4
MICROBIO310 4 4
KIN247 3 4
CHI450 5 5
SCHMGMT202 3 5
ASIANST380 3 5
OIM240 2 4
FFYS191MUS9 1 5
CS514 4 5
STAT516 3 5
SOC101 1 4
PHIL336 2 4
WLSP3330 2 5
ENG132 3 5
MATH127 1 5
ENG491AC 2 2
CHEM111 1 4
MATH300 3 5
NRC275 4 2
PSYCH320 5 1
MIE402 4 4
COMPLIT361 3 4
HEW402 4 1
JOURN450 3 4
H291G 3 2
HIST156 4 4
JOURNAL490J 3 5
OIM350 2 5
STYLEWORKSHOP 3 5
213 4 3
CS689 4 1
ENG204 4 4
WLSP3200 4 4
EDUC461 4 3
BIOCHEM471 4 2
WGSS296 4 2
ECON309 3 3
ITAL240 2 5
ENGWRIT112 3 1
MANAGEMENT260 2 5
SOC101 3 5
PHIL164 2 4
CHIN432 4 1
ECON309 5 1
AFROAM133 2 2
THEATRE130 1 5
CS240 5 1
PSYCH241 3 5
MGT6689 1 3
GEO360 3 4
LING20 4 5
SIU 1 5
ENG201 3 4
ENG201 3 1
ENG200 3 5
MICRO330 4 5
POETRY 1 1
MATH132H 5 1
HON391AH 2 3
430H 3 5
ANTH205 3 5
WGS350 2 5
PHIL500 4 2
SOC364 2 4
ENG205 1 1
PS270PS271 3 5
MGT305 1 5
ENGL112 3 5
SOCIOL110 2 2
UWW396Y 2 1
ACCT423 4 5
SOC322 3 1
HIST154 2 5
EDU712 5 1
FRENCH289 3 5
GEO101H 5 5
CHEMENG220 3 3
SPAN126 2 4
POLSC399 5 1
MATH233 3 5
INFO203 3 5
JOUR235 3 4
MATH235 4 5
English363 3 2
SPORTMGT461 5 1
Res-Ec312 3 5
RESECON202 3 4
MGMT301 3 5
FIN403 3 5
ENG358 3 5
ANTH500 2 4
ENGWR112 3 5
ENGL354 1 5
PSYCH330 2 3
ENG269 4 4
TURF201 4 2
SPORTMGT202 3 5
COMPLIT131 1 5
SOCIO213 5 2
BIO335 2 5
ENG112H 3 5
ENG3610 4 4
COMM100 1 5
SPORT335 3 5
KIN397 4 3
CHEMA 3 1
ECONSECT 5 5
MKTG410 4 2
LS 2 5
NRC572 5 5
GEO370 3 4
PSE501 5 1
PSY360 2 5
HIS3601 2 5
ENVIRSCI213 3 5
SOC224 3 5
BIO497AM 3 3
ECE122 5 1
ENGWR112H 1 5
ANTH106 2 4
PUBHLTH490 2 5
PHY107 1 5
POT3304 4 3
AFRAM297 3 4
ECON305 4 4
ENGLWRIT112 3 5
UWW191 3 5
COMM426 1 1
CS466 4 3
MGMT341 2 2
POLISCI111 5 1
CLITR2330 5 1
PSYCH310 4 5
SPANISH 2 3
MATH552 2 5
ART397 3 5
BIO287 4 3
POLI791 3 1
OIM453 3 5
PSYCH360H 4 5
ENGLWRIT112H 2 5
AFROAM101 1 5
ENG112 2 5
PUBHLTH494CI 3 5
COMPLIT131 2 5
494BI 5 1
TH365 3 5
203 3 5
PHIL100 2 3
SPANISH110 4 5
111 1 5
GERM391 4 5
GEO110 3 4
WR112 1 2
ACCT222 2 5
BIOCHEM423 4 5
MGMT644 3 5
MKT422 4 2
ENGLWRIT112 2 5
SOC222 3 3
SUSTCOMM297G 2 4
LABOR330 3 5
PH200 3 1
COMM494 3 4
CHE401 2 5
MUSICAPP 5 5
MATH2730 4 3
LEC100 2 4
POLIS171 2 5
ECE668 3 5
321 5 3
SUSTCOMM597 3 5
NUTR578 3 5
FIN402 1 5
EDUC210 4 5
PSYCH494PI 1 1
ENG132 3 3
FOODSCI120 2 5
CHEM122H 3 4
SOCIOL103 1 1
SCHMGMT689 4 5
ENG118 1 4
EDUC240 4 1
ANTHROPOLOGY106 1 5
CHE226 3 5
RES142 2 4
ENG1101 3 5
MGMT260 1 5
PSC215 1 1
MATH411 2 5
WGSS201 3 5
632 1 2
MATH132 2 5
HIS112 3 5
ARTHIST100 3 5
OIM321 2 4
FOODSCI590B 3 4
BIO580 3 5
RUS110 4 5
ARTHIST324 4 3
JOURN391R 3 5
CMPSCI653 4 4
CHEMISTRY423 5 2
SPANII 4 5
NUTR577 3 5
CMPSC240 3 5
HIST150 3 4
SPORT321 2 5
PSCI111 3 4
BIO196 4 2
COMPLIT231 3 5
ENG329H 4 5
ENG388 3 5
OIM240 1 4
Hist394A 1 5
ART375 3 5
MGMT330 2 5
ECON675L 4 3
FYS191ENG10 4 1
MIE273 5 1
MGMT494 3 4
LEGAL297WJ 2 5
COMPLIT122 2 5
CMS346 1 5
ENGLWRIT112 1 5
CMPSCI240 3 5
BIOCHEM424 4 4
BIOCHEM42 5 5
ANTHRO364 3 3
RAPSEM 1 5
EDUC660 3 5
ENG221 4 5
STPEC101 3 5
ARTHIST115 2 5
ENGLWRIT112 3 5
IHS325 2 5
PSYCH315 3 4
CS642 1 5
SPAN230 2 4
ANSCI521 2 4
SOC302 5 3
ECE333 4 5
PHIL164 4 2
PUBLICHEALTH160 3 5
BAND 2 5
ENGLISH131 4 1
ENG377 1 4
COMM335 5 2
OIM350 2 5
OIM240 3 5
ART320 4 5
HIST101 2 4
JOURN395F 1 5
MGT366 3 3
A397 2 2
LABOR201 4 4
PSYCH360 5 1
KIN100 5 1
LINEARSYSTEMS 3 5
ECO102 5 1
ENG492A 2 5
WOMENSST297AA 2 5
PORT240 1 5
MATH233 3 2
HIST326 5 1
MATH532H 5 1
CH661 3 5
ENG112 1 5
MUS567 2 5
PHIL110 5 1
EC225 4 5
OIM240 4 4
OIM210 1 5
MATH132 5 3
MATH455 1 1
ENG221 2 5
POLS2201 5 4
ENGLWRIT112 3 5
ANTHRO150 5 1
HIST385 1 1
NRC240 4 5
BDIC350 3 5
COMPSCI220 5 5
RESECON-262 3 5
201H 4 3
ENGWR112 2 5
UH120 2 5
CLASSICS103 1 5
WRITING112 3 4
PUBLICHEALTH323 4 5
BIOCHEM396 4 5
ENG112 1 5
MNT580 3 5
ARCH403 3 1
EDU210 1 5
UWW320 3 1
MATH132 3 4
OIM240 4 4
STAT515 5 5
NRC212 2 3
ENGLISH112 3 3
NURSING212 3 1
MKG497 2 2
BIOCHEM423 2 5
LING409 4 4
ENG112 3 3
EDUC115 1 1
CS221 5 1
COS126 2 4
SOC110 2 5
SOCIO224 1 2
FINOP304 4 5
CMPSCI197U 1 5
GER120 2 5
MATH132 5 4
494BI 1 4
MKTG425 3 5
ECON104 2 1
NRC390E 4 1
PH420 4 4
MATH235 2 4
FOODSCI100 3 5
NRC232 1 5
FOODSCI581 3 5
COMM375 3 5
SRVCLRNG293 2 5
PUBHLTH323 1 5
PHIL164 1 5
412 2 5
ENGLWRIT-111 3 4
NRC564 1 5
PUBHEALTH328 2 1
112 1 5
ENGLWRIT112 2 5
SPPCOMMCICS-208 1 5
MUSIC100 2 3
MGMT260 3 5
105 2 5
soc110 1 5
Anthro104 1 1
soc322 1 5
210 3 4
BCT150 2 5
PUBHL691 2 5
HPP608 4 1
CW112 3 4
PSYCH360 1 5
MUE206 3 5
ACCOUNTING222 2 5
ACC222 2 5
FRE240 2 5
AFROAM118 4 5
ENG112 4 5
KIN215 2 5
ECE331 3 5
ENGLWRIT112H 3 4
CEE370 5 1
NRC565 4 5
POLISCI162 4 3
COMPLIT131 4 5
SPAN001 1 5
SPAN240 3 5
EDUC210 2 3
NUTR352 3 5
ACCT311 1 5
FS390B 4 3
MGT350 3 5
THEATER130 4 1
MGT226 3 5
STOCKSCH523 4 5
CJ202 3 5
HIST121 2 1
CWRIT112 2 5
ENC1102 3 5
ENG112 4 3
RESEC453 2 4
EDU210 1 3
ECON104 3 3
ECON103 2 5
OIM301 2 5
ART104 2 5
LEC62744 4 1
MATH131DISC 3 3
STAT240 2 5
BIOCH100 4 1
ENG112 3 4
PSYCH240 3 3
SOC340 4 3
ENG254 1 5
AFROAM151 3 5
PSYCH350 3 1
ENG112 2 5
ENGLWRIT112 1 5
OIM210 3 5
EDUC306 2 5
ENGLWRIT112H 1 5
ANTHRO150 4 2
POLISCI281 4 5
ENG112 2 5
OIM-350 5 1
CEE310 3 4
COMPSCI-121 2 4
CHEMENG120 2 3
ENGLWRIT112 2 3
17037 2 4
689 3 5
SOC323 2 5
RES-ECON452 5 2
LANDARCH150 4 5
SPORTMGT392C 3 5
MUSIC110 3 4
GYRO101 1 1
MUSAP18 4 5
BEVMGT356 2 5
CS311 3 5
COMM342 1 5
NRC541 1 5
MARKETING412 4 1
DANCE171 4 5
PHY120 4 5
PUBHLTH203 2 4
MGT331 4 2
AFROAM171 2 4
ECON104 5 1
NURSE210 2 5
3KFDK34 4 1
MATH132 3 4
MATH331 3 5
PUBHLTH323 4 2
CS365 4 1
ENGLISH112 3 5
NATSCI191 4 3
NURSING150 1 5
KIN236 5 3
NATSCI191 1 4
JOURN300 5 5
COMPLIT121 4 5
KIN100 3 4
GEO658 4 5
LIN201 5 3
LATIN246 2 5
ENGIN191 3 3
EDUC000 5 4
HONOR291A 1 5
SOC110 4 2
SPAN240 3 4
ENG112 1 2
GERMAN120 3 4
ART104 1 3
ENGLISH112 3 4
STPEC197R 1 5
375 1 4
EDUC191 1 5
SPANISH120 4 1
CALC132 3 4
ENGLISH112 4 5
BIO550 3 5
TH130 2 5
CD110 3 5
Anthro150 3 3
HMFNART101 2 5
BMED-ENG300 4 2
312 2 5
EngWrit112 2 5
sport300 4 3
CS305 1 5
SCH-MGMT310 2 5
PHYSICS422 3 4
MKT410 2 5
SPAN312 2 4
PUBHLTH223 3 4
ANTHRO191 4 3
RESECON121 3 5
PH413 3 5
PS383 4 1
N333 4 3
SustComm110 3 2
ENG254 1 5
MKT494 5 2
CICS110 2 5
FRENCHST120 3 5
MANAGMNT-301 2 2
SPORTMGT200 3 5
EDUC306 2 4
GERM230 2 5
SOC301 3 5
FRENCHST230 3 5
CS461 3 5
FR230 1 5
SRVCLRNG293H 3 4
MATH235 4 5
146195 5 1
MGMT-334 3 4
NRC534 2 5
uww302 4 3
153 3 4
KIN430 1 5
MANAGMNT314 1 5
BCT320 2 3
